,numero_hab,rue,code_postal,insee,commune,geometry,type
6931,29,rue de la Victoire,75009,75109,Paris,POINT (2.3378899 48.87513),defibrillateurs
6932,150,boulevard ney,75018,75118,Paris,POINT (2.3361 48.89775),defibrillateurs
6933,27,rue du château d'eau,75010,75110,Paris,POINT (2.35932 48.87061),defibrillateurs
6934,70,BOULEVARD DE LA TOUR MAUBOURG,75007,75107,Paris,POINT (2.30986 48.85672),defibrillateurs
6935,70,BOULEVARD DE LA TOUR MAUBOURG,75007,75107,Paris,POINT (2.30986 48.85672),defibrillateurs
6936,70,BOULEVARD DE LA TOUR MAUBOURG,75007,75107,Paris,POINT (2.30986 48.85672),defibrillateurs
6937,52,BOULEVARD PASTEUR,75015,75115,Paris,POINT (2.31376 48.84129),defibrillateurs
6938,52,BOULEVARD PASTEUR,75015,75115,Paris,POINT (2.31376 48.84129),defibrillateurs
6939,4,VILLA THORETON,75015,75115,Paris,POINT (2.2843 48.83787),defibrillateurs
6940,4,VILLA THORETON,75015,75115,Paris,POINT (2.2843 48.83787),defibrillateurs
6941,39,RUE CLAUDE BERNARD,75005,75105,Paris,POINT (2.34674 48.84002),defibrillateurs
6942,37,RUE DUNOIS,75013,75113,Paris,POINT (2.36893 48.83131),defibrillateurs
6943,123 bis,Boulevard de Sérurier,75019,75119,Paris,POINT (2.39572 48.88277),defibrillateurs
6944,123 bis,Boulevard de Sérurier,75019,75119,Paris,POINT (2.39572 48.88277),defibrillateurs
6945,123 bis,Boulevard de Sérurier,75019,75119,Paris,POINT (2.39572 48.88277),defibrillateurs
6946,28,rue guynemer,75006,75106,Paris,POINT (2.33382 48.8465),defibrillateurs
6947,251,RUE SAINT JACQUES,75005,75105,Paris,POINT (2.34136 48.84243),defibrillateurs
6948,251,RUE SAINT JACQUES,75005,75105,Paris,POINT (2.34136 48.84243),defibrillateurs
6949,34,RUE CORVISART,75013,75113,Paris,POINT (2.34741 48.8319199),defibrillateurs
6950,11 bis,RUE DE LA BAUME,75008,75108,Paris,POINT (2.31222 48.87456),defibrillateurs
6951,54,RUE DU ROCHER,75008,75108,Paris,POINT (2.31988 48.8782),defibrillateurs
6952,147,RUE DU FAUBOURG SAINT ANTOINE,75011,75111,Paris,POINT (2.37869 48.85069),defibrillateurs
6953,28,rue Fessart,75019,75119,Paris,POINT (2.38536 48.8767799),defibrillateurs
6954,386,PLACE DE LA PORTE DE VERSAILLES,75015,75115,Paris,POINT (2.28832 48.83271),defibrillateurs
6955,7,rue Eugène Oudiné,75013,75113,Paris,POINT (2.37521 48.82571),defibrillateurs
6956,7,rue Eugène Oudiné,75013,75113,Paris,POINT (2.37521 48.82571),defibrillateurs
6957,62,RUE MONCEAU,75008,75108,Paris,POINT (2.31285 48.87874),defibrillateurs
6958,62,RUE MONCEAU,75008,75108,Paris,POINT (2.31285 48.87874),defibrillateurs
6959,19,RUE DE LA CHAUSSEE D'ANTIN,75009,75109,Paris,POINT (2.33302 48.87359),defibrillateurs
6960,79,RUE DU MONT CENIS,75018,75118,Paris,POINT (2.34442 48.89272),defibrillateurs
6961,79,RUE DU MONT CENIS,75018,75118,Paris,POINT (2.34442 48.89272),defibrillateurs
6962,20,passage Duhesme,75018,75118,Paris,POINT (2.34749 48.89603),defibrillateurs
6963,35,RUE DES FRANCS BOURGEOIS,75004,75104,Paris,POINT (2.36042 48.85784),defibrillateurs
6964,8 bis,AVENUE PERCIER,75008,75108,Paris,POINT (2.31442 48.87445),defibrillateurs
6965,123,AVENUE LEDRU ROLLIN,75011,75111,Paris,POINT (2.37769 48.85396),defibrillateurs
6966,2,AVENUE FRANKLIN D ROOSEVELT,75008,75108,Paris,POINT (2.31032 48.86496),defibrillateurs
6967,26,RUE GANNERON,75018,75118,Paris,POINT (2.32816 48.88772),defibrillateurs
6968,26,RUE GANNERON,75018,75118,Paris,POINT (2.32816 48.88772),defibrillateurs
6969,4,PORT DE LA BOURDONNAIS,75007,75107,Paris,POINT (2.29874 48.86242),defibrillateurs
6970,67,AVENUE LEON GAUMONT,93100,93048,Montreuil,POINT (2.41576 48.85179),defibrillateurs
6971,39,RUE PIERRE CORENTIN,75014,75114,Paris,POINT (2.32925 48.82511),defibrillateurs
6972,20,RUE SAINT PETERSBOURG,75008,75108,Paris,POINT (2.3252 48.88121),defibrillateurs
6973,33,Quai de Solférino,75007,75107,Paris,POINT (2.32004 48.86255),defibrillateurs
6974,100 bis,PLACE MAZAS,75012,75112,Paris,POINT (2.36685 48.84646),defibrillateurs
6975,64,Boulevard de l'Hôpital,75013,75113,Paris,POINT (2.3602599 48.83789),defibrillateurs
6976,283,Place Adolphe Chérioux,75015,75115,Paris,POINT (2.30126 48.83963),defibrillateurs
6977,20 ter,Rue des Batignolles,75017,75117,Paris,POINT (2.32132 48.88468),defibrillateurs
6978,94,Rue Ordener,75018,75118,Paris,POINT (2.34257 48.89278),defibrillateurs
6979,2,Place du Louvre,75001,75101,Paris,POINT (2.34089 48.8598),defibrillateurs
6980,10,Rue Eugène Spuller,75003,75103,Paris,POINT (2.36181 48.86436),defibrillateurs
6981,2,04e section 2 Place Baudoyer,75004,75104,Paris,POINT (2.35567 48.85616),defibrillateurs
6982,1,Place du Panthéon,75005,75105,Paris,POINT (2.34454 48.84643),defibrillateurs
6983,30,Rue bonaparte,75006,75106,Paris,POINT (2.33387 48.85536),defibrillateurs
6984,142 bis,Rue de Grenelle,75007,75107,Paris,POINT (2.31554 48.85795),defibrillateurs
6985,31,Rue de Lisbonne,75008,75108,Paris,POINT (2.31309 48.87764),defibrillateurs
6986,19,Rue Drouot,75009,75109,Paris,POINT (2.34065 48.8738699),defibrillateurs
6987,11,Avenue Henri Martin,75016,75116,Paris,POINT (2.2749799 48.86437),defibrillateurs
6988,65,boulevard Poniatowski,75012,75112,Paris,POINT (2.4017 48.83331),defibrillateurs
6989,65,boulevard Poniatowski,75012,75112,Paris,POINT (2.4017 48.83331),defibrillateurs
6990,12,RUE LACAZE,75014,75114,Paris,POINT (2.330316 48.824982),defibrillateurs
6991,8,Rue Stendhal,75020,75120,Paris,POINT (2.40253 48.86094),defibrillateurs
6992,9,boulevard de la Madeleine,75001,75101,Paris,POINT (2.32661 48.86965),defibrillateurs
6993,105,boulevard de Charonne,75011,75111,Paris,POINT (2.39467 48.85595),defibrillateurs
6994,35,35-37 Rue Fessart,75019,75119,Paris,POINT (2.3853 48.8767),defibrillateurs
6995,14,rue Poterne des peupliers,75013,75113,Paris,POINT (2.3532099 48.81956),defibrillateurs
6996,38,Rue du Château des Rentiers,75013,75113,Paris,POINT (2.37001 48.82477),defibrillateurs
6997,75,Rue de Baudricourt,75013,75113,Paris,POINT (2.3626299 48.82523),defibrillateurs
6998,64,Rue de Crimée,75019,75119,Paris,POINT (2.3877799 48.88107),defibrillateurs
6999,12,rue Jean Rey,75015,75115,Paris,POINT (2.29146 48.85541),defibrillateurs
7000,84,rue Saint Lazare,75009,75109,Paris,POINT (2.32932 48.8759),defibrillateurs
7001,52,bd Pasteur,75015,75115,Paris,POINT (2.31376 48.84129),defibrillateurs
7002,37 ter,boulevard Sébastopol,75001,75101,Paris,POINT (2.34958 48.86097),defibrillateurs
7003,31,rue du Louvre,75002,75102,Paris,POINT (2.34346 48.86603),defibrillateurs
7004,22,boulevard des Italiens,75009,75109,Paris,POINT (2.33712 48.87149),defibrillateurs
7005,87,rue Beaubourg,75003,75103,Paris,POINT (2.3550399 48.86412),defibrillateurs
7006,292,rue Saint Martin,75003,75103,Paris,POINT (2.35452 48.86714),defibrillateurs
7007,38,rue Saint Antoine,75004,75104,Paris,POINT (2.36466 48.8539699),defibrillateurs
7008,13,avenue des Gobelins,75005,75105,Paris,POINT (2.35125 48.83769),defibrillateurs
7009,14,Boulevard Raspail,75007,75107,Paris,POINT (2.32591 48.85432),defibrillateurs
7010,11,rue Clément Marot,75008,75108,Paris,POINT (2.30339 48.86755),defibrillateurs
7011,126,boulevard Magenta,75010,75110,Paris,POINT (2.35268 48.88008),defibrillateurs
7012,50,boulevard Voltaire,75011,75111,Paris,POINT (2.371 48.86325),defibrillateurs
7013,79 bis,avenue de la République,75011,75111,Paris,POINT (2.38082 48.86407),defibrillateurs
7014,3,Place Victor Hugo,75016,75116,Paris,POINT (2.28559 48.86963),defibrillateurs
7015,34,Rue de Buci,75006,75106,Paris,POINT (2.3360599 48.85347),defibrillateurs
7016,3,Rue de Bourgogne,75007,75107,Paris,POINT (2.31833 48.86015),defibrillateurs
7017,22,Rue de Buci,75006,75106,Paris,POINT (2.33669 48.85381),defibrillateurs
7018,143,Boulevard Saint-Germain,75006,75106,Paris,POINT (2.3344299 48.85325),defibrillateurs
7019,12,Rue Joseph de Maistre,75018,75118,Paris,POINT (2.33311 48.88649),defibrillateurs
7020,8,rue d'Argenson,75008,75108,Paris,POINT (2.31694 48.87469),defibrillateurs
7021,54,rue de javel,75015,75115,Paris,POINT (2.2825 48.845409),defibrillateurs
7022,14,Rue Caffarelli,75003,75103,Paris,POINT (2.36213 48.86375),defibrillateurs
7023,33,rue cambon,75001,75101,Paris,POINT (2.3268 48.86826),defibrillateurs
7024,11,RUE JEAN LANTIER,75001,75101,Paris,POINT (2.34612 48.858608),defibrillateurs
7025,41,Rue du Chevaleret,75013,75113,Paris,POINT (2.37722 48.82721),defibrillateurs
7026,1,Champ de Mars,75007,75107,Paris,POINT (2.30046 48.85686),defibrillateurs
7027,26,Coulée verte Promenade plantée,75012,75112,Paris,POINT (2.39552 48.84122),defibrillateurs
7028,85,Coulée Verte,75012,75112,Paris,POINT (2.38156 48.84398),defibrillateurs
7029,40,Rue Albert Thomas,75010,75110,Paris,POINT (2.36248 48.8701),defibrillateurs
7030,7,rue Chardin,75016,75116,Paris,POINT (2.28782 48.85881),defibrillateurs
7031,88,Rue Saint-Lazare,75009,75109,Paris,POINT (2.32881 48.87593),defibrillateurs
7032,90,Avenue du Président Kennedy,75016,75116,Paris,POINT (2.282 48.8534999),defibrillateurs
7033,6,rue Simone IFF,75012,75112,Paris,POINT (2.38454 48.84179),defibrillateurs
7034,20,avenue de Parmentier,75011,75111,Paris,POINT (2.37903 48.8601),defibrillateurs
7035,52,rue Albert,75013,75113,Paris,POINT (2.37195 48.82566),defibrillateurs
7036,16,Rue Amélie,75007,75107,Paris,POINT (2.30756 48.85851),defibrillateurs
7037,6,Rue de Saint-Petersbourg,75008,75108,Paris,POINT (2.32428 48.87995),defibrillateurs
7038,40,Rue des Cinq-Diamants,75013,75113,Paris,POINT (2.350253 48.828424),defibrillateurs
7039,178,Rue de Vaugirard,75015,75115,Paris,POINT (2.31014 48.84225),defibrillateurs
7040,1,Passage de la Canopée,75001,75101,Paris,POINT (2.3469 48.86193),defibrillateurs
7041,11,rue de Lancry,75010,75110,Paris,POINT (2.360108 48.869387),defibrillateurs
7042,82,Avenue du Président Kennedy,75016,75116,Paris,POINT (2.28230288 48.85389648),defibrillateurs
7043,28,rue de Vaugirard,75006,75106,Paris,POINT (2.33647 48.84928),defibrillateurs
7044,92,Rue Pierre Lescot,75001,75101,Paris,POINT (2.34848 48.86237),defibrillateurs
7045,2,rue Jean Cocteau,75018,75118,Paris,POINT (2.3519636 48.8996354),defibrillateurs
7046,32,Boulevard Lannes,75016,75116,Paris,POINT (2.2722 48.86739),defibrillateurs
7047,9 bis,Rue de Jouy,75004,75104,Paris,POINT (2.35818 48.85493),defibrillateurs
7048,52,Boulevard Pasteur,75015,75115,Paris,POINT (2.31376 48.84129),defibrillateurs
7049,52,Boulevard Pasteur,75015,75115,Paris,POINT (2.31376 48.84129),defibrillateurs
7050,105,boulevard de l'Hôpital,75013,75113,Paris,POINT (2.3599 48.83692),defibrillateurs
7051,20 bis,rue Félicien David,75016,75116,Paris,POINT (2.27426 48.84948),defibrillateurs
7052,3,Place Général Koenig,75017,75117,Paris,POINT (2.28455 48.88055),defibrillateurs
7053,3,Place Général Koenig,75017,75117,Paris,POINT (2.28455 48.88055),defibrillateurs
7054,4,Place des 5 Martyrs du Lycée Buffon,75015,75115,Paris,POINT (2.3169 48.83872),defibrillateurs
7055,99,rue de Rivoli,75001,75101,Paris,POINT (2.33482 48.86273),defibrillateurs
7056,99,rue de Rivoli,75001,75101,Paris,POINT (2.33482 48.86273),defibrillateurs
7057,99,rue de Rivoli,75001,75101,Paris,POINT (2.33482 48.86273),defibrillateurs
7058,170,de Rivoli,75001,75101,Paris,POINT (2.33583 48.86256),defibrillateurs
7059,99,rue de Rivoli,75001,75101,Paris,POINT (2.33482 48.86273),defibrillateurs
7060,99,rue de Rivoli,75001,75101,Paris,POINT (2.33482 48.86273),defibrillateurs
7061,99,rue de Rivoli,75001,75101,Paris,POINT (2.33482 48.86273),defibrillateurs
7062,99,rue de Rivoli,75001,75101,Paris,POINT (2.33482 48.86273),defibrillateurs
7063,99,rue de Rivoli,75001,75101,Paris,POINT (2.33482 48.86273),defibrillateurs
7064,100,rue de Rivoli,75001,75101,Paris,POINT (2.34781 48.85869),defibrillateurs
7065,99,rue de Rivoli,75001,75101,Paris,POINT (2.33482 48.86273),defibrillateurs
7066,10,RUE DE L EPERON,75006,75106,Paris,POINT (2.34063 48.85274),defibrillateurs
7067,12,RUE SUGER,75006,75106,Paris,POINT (2.34178 48.85299),defibrillateurs
7068,61,COURS DE VINCENNES,75020,75120,Paris,POINT (2.40509 48.84756),defibrillateurs
7069,72,rue faubourg Saint Martin,75010,75110,Paris,POINT (2.35738 48.87178),defibrillateurs
7070,29,rue de la banque,75002,75102,Paris,POINT (2.34095324 48.86758058),defibrillateurs
7071,2,rue Eugène SPULLER,75003,75103,Paris,POINT (2.361527 48.86398819),defibrillateurs
7072,178,Rue de Vaugirard,75015,75115,Paris,POINT (2.31014 48.84225),defibrillateurs
7073,1,Passage de la Canopée,75001,75101,Paris,POINT (2.3469 48.86193),defibrillateurs
7074,4,Place des 5 Martyrs du Lycée Buffon,75015,75115,Paris,POINT (2.3169 48.83872),defibrillateurs
7075,4,Place des 5 Martyrs du Lycée Buffon,75015,75115,Paris,POINT (2.3169 48.83872),defibrillateurs
7076,14,Place Marguerite de Navarre,75001,75101,Paris,POINT (2.34656 48.8604399),defibrillateurs
7077,31,Parc Citroen,75015,75115,Paris,POINT (2.2745 48.83958),defibrillateurs
7078,100 a,Parc Citroen,75015,75115,Paris,POINT (2.27192 48.84242),defibrillateurs
7079,22,Parc de Bercy,75012,75112,Paris,POINT (2.38548 48.8331),defibrillateurs
7080,36,Parc de Bercy,75012,75112,Paris,POINT (2.38298 48.83616),defibrillateurs
7081,4,avenue Ferdousi,75017,75117,Paris,POINT (2.30941 48.88069),defibrillateurs
7082,29,rue du Sentier,75002,75102,Paris,POINT (2.34596 48.86938),defibrillateurs
7083,10,Avenue de la Grande Armée,75017,75117,Paris,POINT (2.2926 48.87491),defibrillateurs
7084,5,Boulevard Lannes,75016,75116,Paris,POINT (2.26890555 48.8652401),defibrillateurs
7085,28,rue Vernet,75008,75108,Paris,POINT (2.29728 48.872262),defibrillateurs
7086,4,RUE LEON JOUHAUX,75010,75110,Paris,POINT (2.36456 48.869209),defibrillateurs
7087,89,boulevard Haussmann,75008,75108,Paris,POINT (2.32068 48.87465),defibrillateurs
7088,98,FAUBOURG POISSONNIERE,75010,75110,Paris,POINT (2.349178 48.878338),defibrillateurs
7089,106,rue du Chevaleret,75013,75113,Paris,POINT (2.37152 48.8324),defibrillateurs
7090,10,Rue Maria Hélèna Vieira Da Silva,75014,75114,Paris,POINT (2.31142 48.82833),defibrillateurs
7091,10,Place Violet,75015,75115,Paris,POINT (2.29076 48.84455),defibrillateurs
7092,8,Rue Marie Skobtsov,75015,75115,Paris,POINT (2.28663 48.84508),defibrillateurs
7093,18,18-22 Rue Poliveau,75005,75105,Paris,POINT (2.35993 48.84037),defibrillateurs
7094,21,Avenue Villemain,75014,75114,Paris,POINT (2.31668 48.83187),defibrillateurs
7095,11,11-15 Rue Laghouat,75018,75118,Paris,POINT (2.35525 48.88788),defibrillateurs
7096,10,Rue Mesnil,75016,75116,Paris,POINT (2.28442 48.86829),defibrillateurs
7097,28,Avenue René Coty,75014,75114,Paris,POINT (2.33437 48.82885),defibrillateurs
7098,21,rue Pasquier,75008,75108,Paris,POINT (2.32343 48.87257),defibrillateurs
7099,29,rue François 1er,75008,75108,Paris,POINT (2.30438 48.8682299),defibrillateurs
7100,29,rue François 1er,75008,75108,Paris,POINT (2.30438 48.8682299),defibrillateurs
7101,29,rue François 1er,75008,75108,Paris,POINT (2.30438 48.8682299),defibrillateurs
7102,29,rue François 1er,75008,75108,Paris,POINT (2.30438 48.8682299),defibrillateurs
7103,29,rue du Sentier,75002,75102,Paris,POINT (2.34596 48.86938),defibrillateurs
7104,150,boulevard Ney,75018,75118,Paris,POINT (2.3361 48.89775),defibrillateurs
7105,113,AVENUE DE VERSAILLES,75016,75116,Paris,POINT (2.27058 48.844311),defibrillateurs
7106,9,Cité Moynet,75012,75112,Paris,POINT (2.38614 48.84358),defibrillateurs
7107,58,avenue de la Bourdonnais,75007,75107,Paris,POINT (2.3027 48.85599),defibrillateurs
7108,8,rue de la Nouvelle Calédonie,75012,75112,Paris,POINT (2.40941 48.83804),defibrillateurs
7109,9,rue chevert,75007,75107,Paris,POINT (2.30893 48.855802),defibrillateurs
7110,40,RUE DE COURCELLES,75008,75108,Paris,POINT (2.30726 48.876926),defibrillateurs
7111,21,RUE SAINT LOUIS EN L'ILE,75004,75104,Paris,POINT (2.3573 48.85154),defibrillateurs
7112,35,RUE TRAVERSIERE,75012,75112,Paris,POINT (2.373015 48.847389),defibrillateurs
7113,10,Boulevard de la Bastille,75012,75112,Paris,POINT (2.36747 48.84724),defibrillateurs
7114,27,rue Vivienne,75002,75102,Paris,POINT (2.34016 48.86903),defibrillateurs
7115,27,rue Vivienne,75002,75102,Paris,POINT (2.34016 48.86903),defibrillateurs
7116,27,rue Vivienne,75002,75102,Paris,POINT (2.34016 48.86903),defibrillateurs
7117,43,rue des Peupliers,75013,75113,Paris,POINT (2.35282 48.82243),defibrillateurs
7118,28,rue de Washington,75008,75108,Paris,POINT (2.30327 48.87332),defibrillateurs
7119,28,rue de Washington,75008,75108,Paris,POINT (2.30327 48.87332),defibrillateurs
7120,28,rue de Washington,75008,75108,Paris,POINT (2.30327 48.87332),defibrillateurs
7121,42,42 rue de Washington,75008,75108,Paris,POINT (2.30475 48.87421),defibrillateurs
7122,12,rue Royale,75008,75108,Paris,POINT (2.32297 48.8679599),defibrillateurs
7123,19,32 rue moussorgski,75018,75118,Paris,POINT (2.3663 48.8957),defibrillateurs
7124,52,avenue Hoche,75008,75108,Paris,POINT (2.29825 48.87523),defibrillateurs
7125,100,avenue Daumesnil,94160,94067,Saint-Mandé,POINT (2.42284 48.83611),defibrillateurs
7126,91,rue Didot,75014,75114,Paris,POINT (2.31683 48.8289),defibrillateurs
7127,118,RUE RAYMOND LOSSERAND,75014,75114,Paris,POINT (2.3146 48.832066),defibrillateurs
7128,122 ter,rue de Picpus,75012,75112,Paris,POINT (2.40218 48.83741),defibrillateurs
7129,10,Place de Mexico,75016,75116,Paris,POINT (2.28304 48.86564),defibrillateurs
7130,7,RUE OLIVIER DE SERRES,77200,77468,Torcy,POINT (2.6370411 48.8499198),defibrillateurs
7131,3,rue de Chalon,75012,75112,Paris,POINT (2.37698 48.84451),defibrillateurs
7132,39,boulevard Rochechouart,75009,75109,Paris,POINT (2.34482 48.88284),defibrillateurs
7133,110,rue de la santé,75014,75114,Paris,POINT (2.34151 48.82726),defibrillateurs
7134,6,Quai de Gesvres,75004,75104,Paris,POINT (2.3497499 48.85655),defibrillateurs
7135,19,rue Lagrange,75005,75105,Paris,POINT (2.34864 48.85067),defibrillateurs
7136,18,rue des Halles,75001,75101,Paris,POINT (2.3466723 48.8600147),defibrillateurs
7137,3,rue de la Chaussée d'Antin,75009,75109,Paris,POINT (2.33385 48.8713),defibrillateurs
7138,1,Place du Parvis Notre Dame,75004,75104,Paris,POINT (2.3485 48.85371),defibrillateurs
7139,15,rue des Pyramides,75001,75101,Paris,POINT (2.33303 48.86524),defibrillateurs
7140,210,quai de Bercy,75012,75112,Paris,POINT (2.37834 48.83681),defibrillateurs
7141,1,BD DE LA TOUR MAUBOURG,75007,75107,Paris,POINT (2.31056 48.86208),defibrillateurs
7142,70,BD DE LA TOUR MAUBOURG,75007,75107,Paris,POINT (2.30986 48.85672),defibrillateurs
7143,80,boulevard Beaumarchais,75011,75111,Paris,POINT (2.36773 48.85896),defibrillateurs
7144,69,69-71 rue Chevaleret,75013,75113,Paris,POINT (2.37636 48.82854),defibrillateurs
7145,77,avenue de ségur,75015,75115,Paris,POINT (2.30606 48.847721),defibrillateurs
7146,65,rue Réaumur,75002,75102,Paris,POINT (2.34627 48.8675799),defibrillateurs
7147,3,Route de la Pyramide,75012,75112,Paris,POINT (2.44532 48.8337),defibrillateurs
7148,56,rue Vicq d'azir,75010,75110,Paris,POINT (2.37034 48.87613),defibrillateurs
7149,28,Rue Gauthey,75017,75117,Paris,POINT (2.32095 48.89228),defibrillateurs
7150,9 bis,Rue Lacuée,75012,75112,Paris,POINT (2.36959 48.8495599),defibrillateurs
7151,216,Rue de Belleville,75020,75120,Paris,POINT (2.39592 48.87531),defibrillateurs
7152,10,Rue Eugénie Eboué,75012,75112,Paris,POINT (2.38591 48.8457099),defibrillateurs
7153,111,rue Montmartre,75002,75102,Paris,POINT (2.34334 48.86849),defibrillateurs
7154,34,avenue bugeau,75016,75116,Paris,POINT (2.28078 48.87069),defibrillateurs
7155,106,rue Chevaleret,75013,75113,Paris,POINT (2.37152 48.8324),defibrillateurs
7156,35,Boulevard Diderot,75012,75112,Paris,POINT (2.37806 48.84635),defibrillateurs
7157,49,Pré Saint-Gervais,75019,75119,Paris,POINT (2.39763 48.87877),defibrillateurs
7158,55,route du Bosquet Mortemart,94130,94052,Nogent-sur-Marne,POINT (2.46279 48.83067),defibrillateurs
7159,12,Pont de Tolbiac,75013,75113,Paris,POINT (2.38036 48.83256),defibrillateurs
7160,61,boulevard de Grenelle,75015,75115,Paris,POINT (2.29265 48.8508799),defibrillateurs
7161,29,boulevard de Vaugirard,75015,75115,Paris,POINT (2.31829 48.8413899),defibrillateurs
7162,30,Place d'Italie,75013,75113,Paris,POINT (2.35579 48.83099),defibrillateurs
7163,19,"Quai Saint Michel,",75005,75105,Paris,POINT (2.34557 48.85342),defibrillateurs
7164,3,Place du Trocadéro,75016,75116,Paris,POINT (2.28218 48.86246),defibrillateurs
7165,35,RUE LAFITTE,75009,75109,Paris,POINT (2.33808 48.87416),defibrillateurs
7166,19,allée du Capitaine Dronne,75015,75115,Paris,POINT (2.31861 48.84073),defibrillateurs
7167,3,Route de la Pyramide,75012,75112,Paris,POINT (2.44532 48.8337),defibrillateurs
7168,15,boulevard Carnot,75012,75112,Paris,POINT (2.41307 48.84409),defibrillateurs
7169,3,place du Trocadéro,75016,75116,Paris,POINT (2.28218 48.86246),defibrillateurs
7170,3,place du Trocadéro,75016,75116,Paris,POINT (2.28218 48.86246),defibrillateurs
