,numero_hab,rue,code_postal,insee,commune,geometry,type
17636,16,Rue Conrad Adenauer,93110,93064,Rosny-sous-Bois,POINT (2.4807742911942 48.880609798323),defibrillateurs
17652,27,RD 105,91590,91293,Guigneville-sur-Essonne,POINT (2.353069881375 48.467928461786),defibrillateurs
17656,2 bis,rue Méchin,93450,93039,L'Île-Saint-Denis,POINT (2.340577 48.93576),defibrillateurs
17658,26,2 route des tribunes,75016,75116,Paris,POINT (2.230257 48.85778),defibrillateurs
17659,30,2 route des tribunes,75016,75116,Paris,POINT (2.229506 48.859022),defibrillateurs
17660,46,2 route des tribunes,75016,75116,Paris,POINT (2.231859 48.862185),defibrillateurs
17661,36,2 route des tribunes,75016,75116,Paris,POINT (2.231097 48.860272),defibrillateurs
17662,40,2 route des tribunes,75016,75116,Paris,POINT (2.231494 48.860978),defibrillateurs
17667,13,Rue Victor Baltard,77410,77118,Claye-Souilly,POINT (2.6704450140321 48.945752828236),defibrillateurs
17692,523,Terrasse de l'Agora,91000,91228,Évry-Courcouronnes,POINT (2.4276098773176 48.628090868191),defibrillateurs
17695,11,Rue du Lot,78200,78118,Buchelay,POINT (1.6740686030667 48.988947759168),defibrillateurs
17710,102,centre commercial les Arcades,93160,93051,Noisy-le-Grand,POINT (2.5479466774457 48.839832048377),defibrillateurs
17717,21,AVENUE DU GENERAL DE GAULLE,92230,92036,Gennevilliers,POINT (2.2951276270598 48.931520732967),defibrillateurs
17718,66 bis,Avenue des Gobelins,75013,75113,Paris,POINT (2.3541954843555 48.832855270289),defibrillateurs
17719,2,Rue du Mondial 1998,93210,93066,Saint-Denis,POINT (2.362713213309 48.925475342337),defibrillateurs
17731,1,Rue des Frères Lumière,78310,78168,Coignières,POINT (1.9358256102323 48.756671293378),defibrillateurs
17736,3,Boulevard du Onze Novembre 1918,95220,95306,Herblay-sur-Seine,POINT (2.165212410016 48.989667028717),defibrillateurs
17737,6,Rue Léontine Sohier,91160,91345,Longjumeau,POINT (2.2958862934779 48.694270688606),defibrillateurs
17738,24,Rue Léontine Sohier,91160,91345,Longjumeau,POINT (2.3012014002112 48.692666105779),defibrillateurs
17742,86,Boulevard du Docteur Cathelin,91160,91345,Longjumeau,POINT (2.2959239368444 48.689034742144),defibrillateurs
17744,14,Chemin des Ajoncs,91160,91345,Longjumeau,POINT (2.3145580560217 48.68230962512),defibrillateurs
17745,27,Boulevard de l'Europe,95300,95500,Pontoise,POINT (2.0857337915611 49.06036213582),defibrillateurs
17747,3,Place de Bretten,91160,91345,Longjumeau,POINT (2.2925242256666 48.696654071887),defibrillateurs
17748,2bis,Rue des Ecoles,91160,91345,Longjumeau,POINT (2.2955748149784 48.695434659844),defibrillateurs
17749,1,Rue Pierre de Coubertin,95300,95500,Pontoise,POINT (2.0848531166231 49.045215480973),defibrillateurs
17750,53,Rue de l'Hôtel de Ville,95300,95500,Pontoise,POINT (2.0969064060808 49.050618891376),defibrillateurs
17751,26,Rue Jules Ferry,91160,91345,Longjumeau,POINT (2.2978129801922 48.686083721142),defibrillateurs
17753,19 bis,Boulevard Jean Monnet,94360,94015,Bry-sur-Marne,POINT (2.5295587366036 48.829469065543),defibrillateurs
17788,211,Rue de l'Industrie,77240,77067,Cesson,POINT (2.5967017500575 48.590520830907),defibrillateurs
17804,1,Rue d'En Bas,77515,77063,La Celle-sur-Morin,POINT (2.9652956038252 48.806375298915),defibrillateurs
17819,8,8 Rue de la Mairie 91150 Morigny-Champigny,91150,91433,Morigny-Champigny,POINT (2.1815699 48.4468032),defibrillateurs
17834,1,Centre Commercial Parinor,93600,93005,Aulnay-sous-Bois,POINT (2.4754319689254 48.959727078077),defibrillateurs
17836,103,Boulevard du Montparnasse,75006,75106,Paris,POINT (2.3289302228117 48.842415639315),defibrillateurs
17837,1 n,1 n Avenue General de Gaulle 91150 Morigny-Champigny,91150,91433,Morigny-Champigny,POINT (2.194603215 48.4534645),defibrillateurs
17844,83,Boulevard du Montparnasse,75006,75106,Paris,POINT (2.3257031277308 48.843508567505),defibrillateurs
17866,8,Avenue Sully Prudhomme,92290,92019,Châtenay-Malabry,POINT (2.2858779599803 48.769927173932),defibrillateurs
17867,6,Avenue Sully Prudhomme,92290,92019,Châtenay-Malabry,POINT (2.2857970008233 48.769180143657),defibrillateurs
17868,6,Avenue Sully Prudhomme,92290,92019,Châtenay-Malabry,POINT (2.2858684353736 48.769534827484),defibrillateurs
17869,9,Avenue Sully Prudhomme,92290,92019,Châtenay-Malabry,POINT (2.2859255830138 48.770310101109),defibrillateurs
17870,40,Rue Jean Monnet,92290,92019,Châtenay-Malabry,POINT (2.2847016710518 48.769638407244),defibrillateurs
17876,32,Boulevard des Italiens,75009,75109,Paris,POINT (2.3353073674855 48.871363774269),defibrillateurs
17877,252,2 Avenue de l'Europe,78140,78640,Vélizy-Villacoublay,POINT (2.2206431 48.7831207),defibrillateurs
17880,9,Rn 4,77340,77373,Pontault-Combault,POINT (2.5963905617472 48.775385208973),defibrillateurs
17883,20,place des 3 gares,95800,95127,Cergy,POINT (2.0121399780262 49.047967760184),defibrillateurs
17894,1,Centre Commercial Parinor,93600,93005,Aulnay-sous-Bois,POINT (2.4749836834852 48.955531498962),defibrillateurs
17912,9,Allee des Carrieres,93150,93007,Le Blanc-Mesnil,POINT (2.4483582797107 48.951308169304),defibrillateurs
17913,8,Avenue de la République,95410,95288,Groslay,POINT (2.3602941586785 48.983349068405),defibrillateurs
17915,2,Rue du Vieux Marché,78100,78551,Saint-Germain-en-Laye,POINT (2.0910084320398 48.896546101437),defibrillateurs
17920,22,CINEMA UGC - CENTRE COMMERCIAL WESTFIELD LA DEFENSE - NIVEAU 4 ,92800,92062,Puteaux,POINT (2.2355130317184 48.890900629034),defibrillateurs
17967,14,14 Avenue de la Source de la Bièvre 78180 Montigny-le-Bretonneux,78180,78423,Montigny-le-Bretonneux,POINT (2.040934 48.784106),defibrillateurs
17970,113,Rue Championnet,75018,75118,Paris,POINT (2.339169265029 48.895593293145),defibrillateurs
17974,7,Avenue Compagnons de Liberation,94000,94028,Créteil,POINT (2.4586614378529 48.779860195169),defibrillateurs
18000,21,Rue Pelletier,95360,95427,Montmagny,POINT (2.3446974098258 48.971279969875),defibrillateurs
18003,8,Ruelle Marianne,95360,95427,Montmagny,POINT (2.3515193852612 48.976917230203),defibrillateurs
18008,21,Rue Pelletier,95360,95427,Montmagny,POINT (2.3446976476994 48.971305861084),defibrillateurs
18009,45,RUE DE GAULLE,95880,95210,Enghien-les-Bains,POINT (2.302783 48.974687),defibrillateurs
18010,1,AV DE CEINTURE,95880,95210,Enghien-les-Bains,POINT (2.308916 48.971858),defibrillateurs
18011,1,PLACE FOCH,95880,95210,Enghien-les-Bains,POINT (2.30999 48.968866),defibrillateurs
18012,1,RUE DU MARCHE,95880,95210,Enghien-les-Bains,POINT (2.306439 48.972686),defibrillateurs
18013,1,RUE DE LA LIBERATION,95880,95210,Enghien-les-Bains,POINT (2.30999 48.968866),defibrillateurs
18014,26,PLACE DU MARCHE,95880,95210,Enghien-les-Bains,POINT (2.310717 48.967458),defibrillateurs
18015,26 T,RUE PASTEUR,95880,95210,Enghien-les-Bains,POINT (2.302163 48.966454),defibrillateurs
18016,5,RUE DE LA COUSSAYE,95880,95210,Enghien-les-Bains,POINT (2.304131 48.97759),defibrillateurs
18017,22,RUE LEVEILLARD,95880,95210,Enghien-les-Bains,POINT (2.297326 48.968407),defibrillateurs
18018,22 bis,BD DU LAC,95880,95210,Enghien-les-Bains,POINT (2.309784 48.969831),defibrillateurs
18019,11,BD D ORMESSON,95880,95210,Enghien-les-Bains,POINT (2.303981 48.975217),defibrillateurs
18020,19,RUE CARLIER,95880,95210,Enghien-les-Bains,POINT (2.307824 48.968733),defibrillateurs
18021,1,VILLA MALLEVILLE,95880,95210,Enghien-les-Bains,POINT (2.310118 48.972648),defibrillateurs
18022,1,RUE DE GAULLE,95880,95210,Enghien-les-Bains,POINT (2.309709 48.968275),defibrillateurs
18023,107,RUE H PINAUD,95880,95210,Enghien-les-Bains,POINT (2.310509 48.972047),defibrillateurs
18024,4,AV DE LA DIV LECLERC,95880,95210,Enghien-les-Bains,POINT (2.303297 48.966815),defibrillateurs
18025,1,RUE DE TALMA,95880,95210,Enghien-les-Bains,POINT (2.304273 48.968634),defibrillateurs
18026,1,RUE DE CEINTURE,95880,95210,Enghien-les-Bains,POINT (2.308096 48.969749),defibrillateurs
18027,1,RUE DE MORA,95880,95210,Enghien-les-Bains,POINT (2.310118 48.972648),defibrillateurs
18028,1,RUE DE GAULLE,95880,95210,Enghien-les-Bains,POINT (2.314176 48.964639),defibrillateurs
18029,1,RUE DE CASANOVA,95880,95210,Enghien-les-Bains,POINT (2.314176 48.964639),defibrillateurs
18030,37,RUE KELLERMAN,95210,95555,Saint-Gratien,POINT (2.314176 48.964639),defibrillateurs
18031,5,RUE KELLERMAN,95880,95210,Enghien-les-Bains,POINT (2.304131 48.97759),defibrillateurs
18032,5,LEVEILLARD,95880,95210,Enghien-les-Bains,POINT (2.302163 48.966454),defibrillateurs
18033,1,RUE DE LA COUSSAYE,95880,95210,Enghien-les-Bains,POINT (2.308096 48.969749),defibrillateurs
18034,6,RUE DE MORA,95880,95210,Enghien-les-Bains,POINT (2.304915 48.970768),defibrillateurs
18035,,DANS VL PM,95880,95210,Enghien-les-Bains,POINT (2.304915 48.970768),defibrillateurs
18036,,DANS VL POLICE MUNICIPALE   DZ- 434-GN,95880,95210,Enghien-les-Bains,POINT (2.304915 48.970768),defibrillateurs
18037,,DANS VL POLICE MUNICIPALE  TV-801-,95880,95210,Enghien-les-Bains,POINT (2.304915 48.970768),defibrillateurs
18038,14,Rue Jules Ferry,95360,95427,Montmagny,POINT (2.3389172158998 48.963788347985),defibrillateurs
18040,24,Rue de Villetaneuse,95360,95427,Montmagny,POINT (2.3471721447968 48.970644765389),defibrillateurs
18048,103,RUE DE PARIS,95350,95539,Saint-Brice-sous-Forêt,POINT (2.3539657592773 49.004432678223),defibrillateurs
18049,1,RUE DE LA FORET,95350,95539,Saint-Brice-sous-Forêt,POINT (2.3495791554451 49.004684037695),defibrillateurs
18050,3,ALLEE DE LA TOUR DE NEZANT,95350,95539,Saint-Brice-sous-Forêt,POINT (2.3516659140587 48.994433767618),defibrillateurs
18051,29,RUE DES DEUX PILIERS,95350,95539,Saint-Brice-sous-Forêt,POINT (2.3645566105842 49.001233495621),defibrillateurs
18052,12,RUE PASTEUR,95350,95539,Saint-Brice-sous-Forêt,POINT (2.3589353366213 48.999113765576),defibrillateurs
18053,14,RUE PASTEUR,95350,95539,Saint-Brice-sous-Forêt,POINT (2.3594020409898 48.999543135101),defibrillateurs
18054,11,RUE DE LA FORET,95350,95539,Saint-Brice-sous-Forêt,POINT (2.3476563784348 49.004970693486),defibrillateurs
18055,3,ALLEE DE LA TOUR DE NEZANT,95350,95539,Saint-Brice-sous-Forêt,POINT (2.3523096442222 48.994669591528),defibrillateurs
18056,81,RUE DE PARIS,95350,95539,Saint-Brice-sous-Forêt,POINT (2.3552359342575 49.000972187822),defibrillateurs
18057,3,RUE DES DEUX PILIERS,95350,95539,Saint-Brice-sous-Forêt,POINT (2.367029607296 48.999941900279),defibrillateurs
18058,12,RUE DES DEUX PILIERS,95350,95539,Saint-Brice-sous-Forêt,POINT (2.3661927580833 48.99978440782),defibrillateurs
18059,26 bis,RUE DE LA PLANCHETTE,95350,95539,Saint-Brice-sous-Forêt,POINT (2.3509122133255 49.002319184049),defibrillateurs
18060,28,ALLEE JEAN DE LA FONTAINE,95350,95539,Saint-Brice-sous-Forêt,POINT (2.3578028082847 48.998098591425),defibrillateurs
18061,35,RUE PIERRE SALVI,95350,95539,Saint-Brice-sous-Forêt,POINT (2.35893201828 48.998373992261),defibrillateurs
18062,2,PASSAGE DE LA BONNE CONDUITE,95350,95539,Saint-Brice-sous-Forêt,POINT (2.3611823916435 49.003907202696),defibrillateurs
18063,14 bis,RUE DES ECOLES,95350,95539,Saint-Brice-sous-Forêt,POINT (2.3575828671455 49.000664247578),defibrillateurs
18064,3,RUE DES DEUX PILIERS,95350,95539,Saint-Brice-sous-Forêt,POINT (2.3670966625213 48.999580282775),defibrillateurs
18065,12,RUE DES DEUX PILIERS,95350,95539,Saint-Brice-sous-Forêt,POINT (2.3664314746857 48.999440386248),defibrillateurs
18066,4,RUE DE PARIS,95350,95539,Saint-Brice-sous-Forêt,POINT (2.3576284646988 48.99798772676),defibrillateurs
18067,12,ALLEE DES MURIERS,95350,95539,Saint-Brice-sous-Forêt,POINT (2.3631967306137 49.000424932703),defibrillateurs
18068,39,RUE DES DEUX PILIERS,95350,95539,Saint-Brice-sous-Forêt,POINT (2.3645271062851 49.002202170146),defibrillateurs
18069,105,RUE DE PARIS,95350,95539,Saint-Brice-sous-Forêt,POINT (2.3539162874222 49.005013946967),defibrillateurs
18070,12,RUE DES DEUX PILIERS,95350,95539,Saint-Brice-sous-Forêt,POINT (2.3667372465134 48.99961899621),defibrillateurs
18071,1 e,RUE DE LA PLANCHETTE,95350,95539,Saint-Brice-sous-Forêt,POINT (2.3514701128006 49.002642070612),defibrillateurs
18072,91,RUE DE PARIS,95350,95539,Saint-Brice-sous-Forêt,POINT (2.3544500470161 49.002496903888),defibrillateurs
18073,85,RUE DE PARIS,95350,95539,Saint-Brice-sous-Forêt,POINT (2.3547102212906 49.00163381299),defibrillateurs
18074,4,RUE JEAN JACQUES ROUSSEAU,95350,95539,Saint-Brice-sous-Forêt,POINT (2.3544098138809 49.002254078603),defibrillateurs
18075,16,RUE DE PISCOP,95350,95539,Saint-Brice-sous-Forêt,POINT (2.3495389223099 49.007496554099),defibrillateurs
18076,8,AVENUE DES AMANDIERS,95350,95539,Saint-Brice-sous-Forêt,POINT (2.361099243164 49.001473686428),defibrillateurs
18077,39 bis,RUE DES DEUX PILIERS,95350,95539,Saint-Brice-sous-Forêt,POINT (2.3648623824119 49.002247919975),defibrillateurs
18078,1,PLACE GALLIENI,95350,95539,Saint-Brice-sous-Forêt,POINT (2.3544393181801 49.001109440574),defibrillateurs
18079,23,PLACE JACQUES FOSSE,95350,95539,Saint-Brice-sous-Forêt,POINT (2.3621909022331 49.000301755481),defibrillateurs
18080,5 ter,RUE DE LA FORET,95350,95539,Saint-Brice-sous-Forêt,POINT (2.3491687774658 49.004643568674),defibrillateurs
18081,1,PLACE GALLIENI,95350,95539,Saint-Brice-sous-Forêt,POINT (2.3544178605079 49.00131004007),defibrillateurs
18082,11,RUE DE LA FORET,95350,95539,Saint-Brice-sous-Forêt,POINT (2.3481736779213 49.004748260205),defibrillateurs
18083,97,RUE DE PARIS,95350,95539,Saint-Brice-sous-Forêt,POINT (2.3541281819343 49.003350302199),defibrillateurs
18084,3,RUE DES DEUX PILIERS,95350,95539,Saint-Brice-sous-Forêt,POINT (2.3639617963152 49.001500766864),defibrillateurs
18085,9,AVENUE MOZART,95350,95539,Saint-Brice-sous-Forêt,POINT (2.3625616832094 49.004109356571),defibrillateurs
18086,97,RUE DE PARIS,95350,95539,Saint-Brice-sous-Forêt,POINT (2.3541281819343 49.003350302199),defibrillateurs
18087,12,HAMEAU DES ROUGES GORGES,95350,95539,Saint-Brice-sous-Forêt,POINT (2.3616658253984 48.999280938577),defibrillateurs
18123,80,Route de Mantes,78240,78133,Chambourcy,POINT (2.0337498309662 48.910355069334),defibrillateurs
18125,83,Avenue Charles de Gaulle,92200,92051,Neuilly-sur-Seine,POINT (2.2733292097317 48.880350957659),defibrillateurs
18146,1,rue Carpeaux,92800,92062,Puteaux,POINT (2.238979 48.893659),defibrillateurs
18147,1,rue Carpeaux,92800,92062,Puteaux,POINT (2.238979 48.893659),defibrillateurs
18177,4,Rue Lounes Matoub,75019,75119,Paris,POINT (2.3765966951875 48.89922948559),defibrillateurs
18183,8,Avenue de la Zibeline,77240,77067,Cesson,POINT (2.5988076448617 48.555795176878),defibrillateurs
18184,3,Rue de la Fontaine Ronde,77240,77495,Vert-Saint-Denis,POINT (2.6130053765286 48.569184399165),defibrillateurs
18185,7,Route de Saint-leu,77240,77067,Cesson,POINT (2.6007003180474 48.561401477426),defibrillateurs
18186,56,Rue Aimé Césaire,77240,77067,Cesson,POINT (2.607735688732 48.569217315548),defibrillateurs
18230,296,Rue Etienne Marcel,93170,93006,Bagnolet,POINT (2.4163026137094 48.855737150071),defibrillateurs
18234,2bis,Boulevard des Cordeliers,95300,95500,Pontoise,POINT (2.0970311201813 49.05765787569),defibrillateurs
18235,,,95000,95500,Pontoise,POINT (2.0906910037653 49.032374800969),defibrillateurs
18236,34,Rue de Rouen,95300,95500,Pontoise,POINT (2.0900158238497 49.050383133229),defibrillateurs
18237,1,Rue des Maradas Mauves,95000,95500,Pontoise,POINT (2.08460126271 49.0307871796),defibrillateurs
18239,16,Boulevard de l’Europe,95300,95500,Pontoise,POINT (2.0867557528013 49.060035433522),defibrillateurs
18241,2,Rue du Premier Dragon,95300,95500,Pontoise,POINT (2.0894700066437 49.042371207814),defibrillateurs
18243,19,Rue du Clos de Marcouville,95300,95500,Pontoise,POINT (2.0827896189368 49.049888590567),defibrillateurs
18249,26,Boulevard du General Gallieni,94360,94015,Bry-sur-Marne,POINT (2.5229148682891 48.841918770935),defibrillateurs
18250,4,Rue Jules Ferry,94360,94015,Bry-sur-Marne,POINT (2.5234429470016 48.84109931493),defibrillateurs
18251,37,Rue Aristide Briand,94360,94015,Bry-sur-Marne,POINT (2.5173258291522 48.844324854599),defibrillateurs
18252,66,Rue de la République,94360,94015,Bry-sur-Marne,POINT (2.5162127230429 48.844946940769),defibrillateurs
18253,28,Rue des Tournanfis,94360,94015,Bry-sur-Marne,POINT (2.5318483613869 48.839688579903),defibrillateurs
18255,72,Rue de la République,94360,94015,Bry-sur-Marne,POINT (2.5164303920501 48.845515290332),defibrillateurs
18256,67,Avenue de Rigny,94360,94015,Bry-sur-Marne,POINT (2.5220798907547 48.846939318783),defibrillateurs
18290,3,Rue du Clos Sainte Catherine,94360,94015,Bry-sur-Marne,POINT (2.5250106842656 48.829721021016),defibrillateurs
18351,5,Rue des Hauts Guibouts,94360,94015,Bry-sur-Marne,POINT (2.5247440135777 48.831824066525),defibrillateurs
18390,5,Rue barilliet,94360,94015,Bry-sur-Marne,POINT (2.5196547731133 48.836978881582),defibrillateurs
18391,5,Rue Paul Barilliet,94360,94015,Bry-sur-Marne,POINT (2.5194123041582 48.836854997047),defibrillateurs
18392,2,Rue du 136e de Ligne,94360,94015,Bry-sur-Marne,POINT (2.5203935256327 48.834354387414),defibrillateurs
18393,9,Rue Félix Faure,94360,94015,Bry-sur-Marne,POINT (2.5191584415547 48.836010350618),defibrillateurs
18395,2,Grande Rue Charles de Gaulle,94360,94015,Bry-sur-Marne,POINT (2.5202420846807 48.835048462515),defibrillateurs
18396,1,Grande Rue Charles de Gaulle,94360,94015,Bry-sur-Marne,POINT (2.5197616845198 48.83520445597),defibrillateurs
18397,11 bis,Avenue Georges Clémenceau,94360,94015,Bry-sur-Marne,POINT (2.5245326772196 48.840926517292),defibrillateurs
18418,70,Rue Henri Barbusse,78370,78490,Plaisir,POINT (1.9641522699171 48.828443900182),defibrillateurs
18467,19,place de la Mairie 91190 Saint-Aubin,91190,91538,Saint-Aubin,POINT (2.14021 48.715385),defibrillateurs
18468,3,3 rue de la Commanderie 91190 Saint-aubin,91190,91538,Saint-Aubin,POINT (2.1411 48.713154),defibrillateurs
18632,15,Rue Clément,75006,75106,Paris,POINT (2.335428739169 48.852345750553),defibrillateurs
18667,25,Rue du Stade,77130,77279,Marolles-sur-Seine,POINT (3.0333410719204 48.383316579534),defibrillateurs
18668,11,Chemin des Gravelins,77130,77279,Marolles-sur-Seine,POINT (3.0358160890503 48.383053010419),defibrillateurs
18669,25,Rue Grande,77130,77279,Marolles-sur-Seine,POINT (3.0347769622537 48.386435084214),defibrillateurs
18689,123,Rue de la Sablière,94290,94077,Villeneuve-le-Roi,POINT (2.4359387 48.7306184),defibrillateurs
18747,23,27 rue des Hautes Patûre Bâtiment C Le Narval Cedex CS 20100,92000,92050,Nanterre,POINT (2.217466 48.915523),defibrillateurs
18806,29,Rue Alexandre Volta,77100,77284,Meaux,POINT (2.9104939199109 48.965428302673),defibrillateurs
18823,12,Grande Rue,77480,77507,Villenauxe-la-Petite,POINT (3.3101446829282 48.406466981941),defibrillateurs
19663,6,Rue Robert Moinon,95190,95280,Goussainville,POINT (2.4525857886002 49.019940636922),defibrillateurs
19682,4,Impasse d’Antin,75008,75108,Paris,POINT (2.3092464835606 48.867223749491),defibrillateurs
19683,17,17 Rue Saint-maur 75011 Paris,75011,75111,Paris,POINT (2.3823074 48.8596626),defibrillateurs
19685,19,19 Rue des Petites Ecuries 75010 Paris,75010,75110,Paris,POINT (2.352075 48.8734192),defibrillateurs
19686,58 bis,58 bis Rue de la Chaussée d'Antin 75009 Paris,75009,75109,Paris,POINT (2.3326414 48.8746696),defibrillateurs
19736,2,Avenue de l'Observatoire,75006,75106,Paris,POINT (2.3363198619519 48.843845521405),defibrillateurs
19739,21,21 Rue du Faubourg Saint-antoine 75011 Paris,75011,75111,Paris,POINT (2.3713397 48.852826),defibrillateurs
19741,3,3 Avenue Frédéric le Play 75007 Paris,75007,75107,Paris,POINT (2.3036327 48.8547585),defibrillateurs
19742,6,6 Passage Louis-philippe 75011 Paris,75011,75111,Paris,POINT (2.3731812 48.8539726),defibrillateurs
19743,44,44 Rue Beaumarchais 93100 Montreuil,93100,93048,Montreuil,POINT (2.4306278 48.8553097),defibrillateurs
19747,41,41 Place Jules Ferry 92120 Montrouge,92120,92049,Montrouge,POINT (2.3227806 48.812618),defibrillateurs
19754,5,5 Rue de l'Echiquier 75010 Paris,75010,75110,Paris,POINT (2.3527739 48.8709853),defibrillateurs
19762,54,54 Rue de la Clef 75005 Paris,75005,75105,Paris,POINT (2.3528949 48.8433617),defibrillateurs
19773,21,21 Rue de Châteaudun 75009 Paris,75009,75109,Paris,POINT (2.3382473 48.8759104),defibrillateurs
19774,38,38 Avenue Jean Baptiste Clement 92100 Boulogne-Billancourt,92100,92012,Boulogne-Billancourt,POINT (2.2380852 48.8464167),defibrillateurs
19776,25,25 Rue de l'Eglise 95150 Taverny,95150,95607,Taverny,POINT (2.224686 49.027886),defibrillateurs
19777,14 bis,14 bis Rue Tronchard 91800 Brunoy,91800,91114,Brunoy,POINT (2.5041936 48.6914676),defibrillateurs
19778,3,3 Impasse des Fontenelles 91310 Longpont-sur-Orge,91310,91347,Longpont-sur-Orge,POINT (2.2893528 48.6470569),defibrillateurs
19779,4,4 Allee Francois Villon 78510 Triel-sur-Seine,78510,78624,Triel-sur-Seine,POINT (2.0015365 48.9850044),defibrillateurs
19780,1,1 Place des Carderes 95200 Sarcelles,95200,95585,Sarcelles,POINT (2.3744188 49.0071702),defibrillateurs
19781,36,36 Boulevard Armand Leprince 78700 Conflans-Sainte-Honorine,78700,78172,Conflans-Sainte-Honorine,POINT (2.1015235 48.9971986),defibrillateurs
19782,42,42 Rue Basfroi 75011 Paris,75011,75111,Paris,POINT (2.3786097 48.8561447),defibrillateurs
19783,6,6 Passage Saint-maur 75011 Paris,75011,75111,Paris,POINT (2.3776744 48.8639251),defibrillateurs
19784,13,13 Rue des Galarniaux 77700 Bailly-Romainvilliers,77700,77018,Bailly-Romainvilliers,POINT (2.8221353 48.8514673),defibrillateurs
19789,36,36 Boulevard Armand Leprince 78700 Conflans-Sainte-Honorine,78700,78172,Conflans-Sainte-Honorine,POINT (2.1015235 48.9971986),defibrillateurs
19790,36,36 Boulevard Armand Leprince 78700 Conflans-Sainte-Honorine,78700,78172,Conflans-Sainte-Honorine,POINT (2.1015235 48.9971986),defibrillateurs
19791,36,36 Boulevard Armand Leprince 78700 Conflans-Sainte-Honorine,78700,78172,Conflans-Sainte-Honorine,POINT (2.1015235 48.9971986),defibrillateurs
19792,36,36 Boulevard Armand Leprince 78700 Conflans-Sainte-Honorine,78700,78172,Conflans-Sainte-Honorine,POINT (2.1015235 48.9971986),defibrillateurs
19793,36,36 Boulevard Armand Leprince 78700 Conflans-Sainte-Honorine,78700,78172,Conflans-Sainte-Honorine,POINT (2.1015235 48.9971986),defibrillateurs
19794,36,36 Boulevard Armand Leprince 78700 Conflans-Sainte-Honorine,78700,78172,Conflans-Sainte-Honorine,POINT (2.1015235 48.9971986),defibrillateurs
19796,49,49 Rue de Paris 92110 Clichy,92110,92024,Clichy,POINT (2.305727 48.8988909),defibrillateurs
19797,49,49 Rue de Paris 92110 Clichy,92110,92024,Clichy,POINT (2.305727 48.8988909),defibrillateurs
19798,49,49 Rue de Paris 92110 Clichy,92110,92024,Clichy,POINT (2.305727 48.8988909),defibrillateurs
19799,49,49 Rue de Paris 92110 Clichy,92110,92024,Clichy,POINT (2.305727 48.8988909),defibrillateurs
19800,49,49 Rue de Paris 92110 Clichy,92110,92024,Clichy,POINT (2.305727 48.8988909),defibrillateurs
19806,23,23 Avenue de la Ferme Briarde 77600 Chanteloup-en-Brie,77600,77085,Chanteloup-en-Brie,POINT (2.7521827 48.8573304),defibrillateurs
19807,80,80 Avenue Henri Barbusse 78340 Les Clayes-sous-Bois,78340,78165,Les Clayes-sous-Bois,POINT (1.9725709 48.8283852),defibrillateurs
19817,12,12 Rue Machefer 94100 Saint-Maur-des-Fossés,94100,94068,Saint-Maur-des-Fossés,POINT (2.4697801 48.805278),defibrillateurs
19823,21,21 Rue de Cléry 75002 Paris,75002,75102,Paris,POINT (2.3464488 48.8681427),defibrillateurs
19828,3,3 Voie A/6 75006 Paris,75006,75106,Paris,POINT (2.325218 48.843852),defibrillateurs
19829,8,8 Place de l'Hotel de Ville 95140 Garges-lès-Gonesse,95140,95268,Garges-lès-Gonesse,POINT (2.4006899 48.9716935),defibrillateurs
19830,8,8 Place de l'Hotel de Ville 95140 Garges-lès-Gonesse,95140,95268,Garges-lès-Gonesse,POINT (2.4006899 48.9716935),defibrillateurs
19831,8,8 Place de l'Hotel de Ville 95140 Garges-lès-Gonesse,95140,95268,Garges-lès-Gonesse,POINT (2.4006899 48.9716935),defibrillateurs
19832,8,8 Place de l'Hotel de Ville 95140 Garges-lès-Gonesse,95140,95268,Garges-lès-Gonesse,POINT (2.4006899 48.9716935),defibrillateurs
19833,8,8 Place de l'Hotel de Ville 95140 Garges-lès-Gonesse,95140,95268,Garges-lès-Gonesse,POINT (2.4006899 48.9716935),defibrillateurs
19834,8,8 Place de l'Hotel de Ville 95140 Garges-lès-Gonesse,95140,95268,Garges-lès-Gonesse,POINT (2.4006899 48.9716935),defibrillateurs
19835,8,8 Place de l'Hotel de Ville 95140 Garges-lès-Gonesse,95140,95268,Garges-lès-Gonesse,POINT (2.4006899 48.9716935),defibrillateurs
19836,8,8 Place de l'Hotel de Ville 95140 Garges-lès-Gonesse,95140,95268,Garges-lès-Gonesse,POINT (2.4006899 48.9716935),defibrillateurs
19837,8,8 Place de l'Hotel de Ville 95140 Garges-lès-Gonesse,95140,95268,Garges-lès-Gonesse,POINT (2.4006899 48.9716935),defibrillateurs
19838,8,8 Place de l'Hotel de Ville 95140 Garges-lès-Gonesse,95140,95268,Garges-lès-Gonesse,POINT (2.4006899 48.9716935),defibrillateurs
19839,8,8 Place de l'Hotel de Ville 95140 Garges-lès-Gonesse,95140,95268,Garges-lès-Gonesse,POINT (2.4006899 48.9716935),defibrillateurs
19840,8,8 Place de l'Hotel de Ville 95140 Garges-lès-Gonesse,95140,95268,Garges-lès-Gonesse,POINT (2.4006899 48.9716935),defibrillateurs
19841,8,8 Place de l'Hotel de Ville 95140 Garges-lès-Gonesse,95140,95268,Garges-lès-Gonesse,POINT (2.4006899 48.9716935),defibrillateurs
